População Economicamente Ativa (PEA) - Total
Sigla,Código,Município,1970,1980,1991,2000,
BA,2917003,Itiúba,7443,9486,11686.16853919,14151.07759668,
BA,2917102,Itororó,6376,6655,6722.13825293,7729.89497638,
BA,2917201,Ituaçu,5467,4672,6351.94016943,7424.12871812,
BA,2917300,Ituberá,4184,9458,6953.59238571,10730.09529406,
BA,2917334,Iuiú,,,3512.37506994,3399.29400608,
BA,2917359,Jaborandi,,,3301.99605759,4052.74838925,
BA,2917409,Jacaraci,4696,5836,4348.84524449,5634.62446926,
BA,2917508,Jacobina,22220,33601,26755.80476652,35399.65931369,
BA,2917607,Jaguaquara,8684,10960,13719.60270838,20602.72639718,
BA,2917706,Jaguarari,4692,6090,9514.43784202,10294.0103659,
BA,2917805,Jaguaripe,3095,3597,4449.55061084,4926.03365027,
BA,2917904,Jandaíra,2198,2087,2445.30835332,3434.88067934,
BA,2918001,Jequié,30467,38908,49952.65596029,65216.3925879101,
BA,2918100,Jeremoabo,8586,11298,12682.57754,12821.35261816,
BA,2918209,Jiquiriçá,2815,2843,4363.07739725,6930.1969931,
BA,2918308,Jitaúna,4107,5806,7292.95282559,6394.77390836,
BA,2918357,João Dourado,,,6668.33098553,7543.77397734,
BA,2918407,Juazeiro,16117,32963,46315.1829915,75159.3525283798,
BA,2918456,Jucuruçu,,,4536.87575402,4317.16253992,
BA,2918506,Jussara,2943,3321,4398.74085215,5758.3172669,
BA,2918555,Jussari,,,2605.45836898,2809.22937572,
BA,2918605,Jussiape,2331,2767,3612.99889609,3845.59368466,
BA,2918704,Lafaiete Coutinho,1464,1527,1668.84742264,1635.12894405,
BA,2918753,Lagoa Real,,,2913.86740529,4842.73939725,
BA,2918803,Laje,5016,5243,6568.94887406,10387.22344376,
BA,2918902,Lajedão,1678,1468,1285.99862599,1377.60098233,
BA,2919009,Lajedinho,1956,1921,2031.00998947,1240.27541455,
BA,2919058,Lajedo do Tabocal,,,2372.79176508,3395.88416996,
BA,2919108,Lamarão,2179,2601,3131.67613265,5082.06151611,
BA,2919157,Lapão,,,7456.71038921,9795.51374195,
BA,2919207,Lauro de Freitas,2592,11119,26324.46131446,57740.0412320596,
BA,2919306,Lençóis,1760,1728,2634.53709826,4084.42399601,
BA,2919405,Licínio de Almeida,3690,3525,4049.34275771,3973.31089263,
BA,2919504,Livramento de Nossa Senhora,8129,8721,11280.65535727,14182.52207944,
BA,2919553,Luís Eduardo Magalhães,,,,,
BA,2919603,Macajuba,2511,3001,3447.74443334,4591.46188914,
BA,2919702,Macarani,3223,3743,4530.05553264,5613.99985625,
BA,2919801,Macaúbas,8117,13487,9740.15521327,12367.74683139,
BA,2919900,Macururé,2167,2702,1676.89055899,4066.74429088,
BA,2919926,Madre de Deus,,,2961.02001282,5442.34971446,
BA,2919959,Maetinga,,,3492.46912332,6396.00098505,
BA,2920007,Maiquinique,2606,1865,2614.29021784,2747.3012897,
BA,2920106,Mairi,10199,10121,6337.94726252,8342.0244175,
BA,2920205,Malhada,6292,6594,4352.84953782,5405.33084461,
BA,2920304,Malhada de Pedras,2677,1707,2288.71182155,3109.29346612,
BA,2920403,Manoel Vitorino,4727,4973,4594.13989823,5516.19478253,
BA,2920452,Mansidão,,,2361.20527351,3068.7367713,
BA,2920502,Maracás,6786,8941,10914.90098611,12901.38944424,
BA,2920601,Maragogipe,12682,14067,11579.23367865,17416.98972189,
BA,2920700,Maraú,3342,4413,4874.51008974,5618.427546,
BA,2920809,Marcionílio Souza,2179,3482,4635.05375335,3375.94883087,
BA,2920908,Mascote,3320,6142,5679.87224162,5192.80241294,
BA,2921005,Mata de São João,6937,9142,9876.70172533,14128.5788922,
BA,2921054,Matina,,,2446.34652983,2548.0830948,
BA,2921104,Medeiros Neto,8140,7495,7974.4056111,7775.9305421,
BA,2921203,Miguel Calmon,6407,7191,8559.29727099,11467.17739504,
BA,2921302,Milagres,2674,2561,3438.3303779,4892.51978809,
BA,2921401,Mirangaba,3534,4517,4652.4684333,5278.69241832,
BA,2921450,Mirante,,,2340.63446081,5214.34524228,
BA,2921500,Monte Santo,12305,12474,17899.93468439,17865.48926929,
BA,2921609,Morpará,2361,2257,2069.92352459,3167.3515232,
BA,2921708,Morro do Chapéu,7010,10733,11717.27052295,13414.75352771,
BA,2921807,Mortugaba,2522,3225,4538.45920519,4678.90692603,
BA,2921906,Mucugê,2067,2499,3392.65496672,4459.63171004,
BA,2922003,Mucuri,4911,4852,5633.20025228,12419.13426331,
BA,2922052,Mulungu do Morro,,,3705.10447618,5630.7136729,
BA,2922102,Mundo Novo,6397,5769,8692.09307391,8442.09882746,
BA,2922201,Muniz Ferreira,1726,1516,2009.07121932,3129.41406853,
BA,2922250,Muquém de São Francisco,,,2535.73040523,3006.56059735,
BA,2922300,Muritiba,10628,7497,7592.95235417,11455.17115422,
BA,2922409,Mutuípe,5295,5691,7917.07163428,9339.06540913,
BA,2922508,Nazaré,5276,6394,7892.12811389,11585.69518128,
BA,2922607,Nilo Peçanha,2347,2474,4661.6867779,4587.53949442,
BA,2922656,Nordestina,,,3060.35850523,5509.2141016,
BA,2922706,Nova Canaã,4388,5082,4801.36731459,5912.32384219,
BA,2922730,Nova Fátima,,,3100.34674131,3693.10823124,
BA,2922755,Nova Ibiá,,,4266.92692313,2714.16791091,
BA,2922805,Nova Itarana,1678,2418,2276.5519004,2300.33028382,
BA,2922854,Nova Redenção,,,3191.06669955,2703.12734766,
BA,2922904,Nova Soure,5764,6768,8292.29032473,9148.57018759,
BA,2923001,Nova Viçosa,4935,5236,8098.2900167,11742.30856783,
BA,2923035,Novo Horizonte,,,3218.65472501,3801.75159896,
BA,2923050,Novo Triunfo,,,3621.94082027,5849.81410879,
BA,2923100,Olindina,3777,5393,6151.89379792,9412.63258598,
BA,2923209,Oliveira dos Brejinhos,4854,5194,6242.73490743,7045.73583382,
BA,2923308,Ouriçangas,2898,2384,2438.5791536,3930.79952893,
BA,2923357,Ourolândia,,,4271.67527727,5746.05827701,
BA,2923407,Palmas de Monte Alto,4866,6110,8120.64578116,7127.5719129,
BA,2923506,Palmeiras,1849,2151,2499.83068923,2962.3843791,
BA,2923605,Paramirim,7198,7202,6764.46834205,6527.5567791,
BA,2923704,Paratinga,5216,6544,7603.64557863,9088.51341143,
BA,2923803,Paripiranga,9719,13614,10592.41701762,10744.63181025,
BA,2923902,Pau Brasil,4552,6172,5499.75337037,4932.8999573,
BA,2924009,Paulo Afonso,11396,18551,30686.6056450299,38441.83401225,
BA,2924058,Pé de Serra,,,5142.75444257,6198.62897434,
BA,2924108,Pedrão,2585,2689,2312.58685616,2510.7020432,
BA,2924207,Pedro Alexandre,2362,3477,4913.56871863,6768.75840661,
BA,2924306,Piatã,4642,4325,5613.46872644,7304.78894761,
BA,2924405,Pilão Arcado,6789,8277,7685.77567341,9229.77028186,
BA,2924504,Pindaí,5113,4240,4911.73165226,5788.4515347,
BA,2924603,Pindobaçu,7463,7982,6769.36441427,6402.84258315,
BA,2924652,Pintadas,,,3458.57807584,5133.84369899,
BA,2924678,Piraí do Norte,,,5031.70353632,4156.45244294,
BA,2924702,Piripá,4130,3241,3197.13703348,6928.99743218,
BA,2924801,Piritiba,4489,4881,8619.36911071,6986.66376439,
BA,2924900,Planaltino,2773,3119,3531.08269669,3099.03951349,
BA,2925006,Planalto,4938,7267,8582.08967888,9253.22054679,
BA,2925105,Poções,12588,14781,12990.81111645,18424.49828715,
BA,2925204,Pojuca,3542,4716,7298.22253077,10558.55443574,
BA,2925253,Ponto Novo,,,4747.00386706,5431.09391501,
BA,2925303,Porto Seguro,9077,14254,11906.64896695,44422.6860540702,
BA,2925402,Potiraguá,3883,2960,3595.43071393,5260.58004669,
BA,2925501,Prado,9597,7494,7691.04860782,11291.46594874,
BA,2925600,Presidente Dutra,3537,3359,4933.33194107,4694.41884245,
BA,2925709,Presidente Jânio Quadros,4608,9361,4518.54429835,6604.6963579,
BA,2925758,Presidente Tancredo Neves,,,5876.36866095,8701.98418426,
BA,2925808,Queimadas,6573,7268,7143.57732168,9266.13371442,
BA,2925907,Quijingue,4842,5953,7701.31100047,7329.87224986,
BA,2925931,Quixabeira,,,4285.63251925,4077.30377859,
BA,2925956,Rafael Jambeiro,,,8048.17383834,9380.71312779,
BA,2926004,Remanso,6291,8012,10299.33641817,15846.08210003,
BA,2926103,Retirolândia,3002,4163,4613.60782451,4937.54049548,
BA,2926202,Riachão das Neves,4514,5574,5649.68820617,6257.81201069,
BA,2926301,Riachão do Jacuípe,17472,20358,12721.46970487,15266.12690563,
BA,2926400,Riacho de Santana,8953,9825,8627.41589669,9205.00829229,
BA,2926509,Ribeira do Amparo,6620,7702,4756.25948374,5311.85875648,
BA,2926608,Ribeira do Pombal,11911,13594,14649.95400096,18400.05595237,
BA,2926657,Ribeirão do Largo,,,3891.96789357,6868.71512699,
BA,2926707,Rio de Contas,3637,4180,4559.75037637,5749.21149012,
BA,2926806,Rio do Antônio,3416,3592,4179.72917892,5288.24699197,
BA,2926905,Rio do Pires,3692,4217,4197.27408715,4568.45377572,
BA,2927002,Rio Real,4121,5500,9889.547976,13327.90391764,
BA,2927101,Rodelas,1078,1384,1614.78033301,2820.51847601,
BA,2927200,Ruy Barbosa,9451,9386,9952.24003837,10983.0442509,
BA,2927309,Salinas da Margarida,1752,2622,2871.71999642,4194.86769264,
BA,2927408,Salvador,316685,546394,868149.160510382,1242191.05724992,
BA,2927507,Santa Bárbara,4740,4717,5795.1592292,8159.76594249,
BA,2927606,Santa Brígida,2122,4045,4636.28085784,7067.63187736,
BA,2927705,Santa Cruz Cabrália,7868,16320,2197.8294298,10428.64772054,
BA,2927804,Santa Cruz da Vitória,2263,1987,1845.40670219,2360.44834858,
BA,2927903,Santa Inês,1817,2885,3058.8851623,4308.10551468,
BA,2928000,Santaluz,5432,8505,11957.46918378,12715.33372164,
BA,2928059,Santa Luzia,,,4898.93287713,5383.41211293,
BA,2928109,Santa Maria da Vitória,8695,12257,12617.2106145,13443.51045377,
BA,2928208,Santana,5177,7083,7952.09348524,8825.10478775,
BA,2928307,Santanópolis,3429,3846,3648.58724753,4501.59661473,
BA,2928406,Santa Rita de Cássia,8364,7627,6611.18782152,8600.52081328,
BA,2928505,Santa Teresinha,4465,5645,2880.77804726,3172.56205267,
BA,2928604,Santo Amaro,13318,17295,16162.13062219,25236.0361704901,
BA,2928703,Santo Antônio de Jesus,12310,17084,25336.9205543601,37258.0517363199,
BA,2928802,Santo Estêvão,9189,12315,14619.05363929,19037.93084,
BA,2928901,São Desidério,3261,3963,5721.9908004,5860.27636715,
BA,2928950,São Domingos,,,4671.65544128,4014.1626791,
BA,2929008,São Félix,4080,4793,4198.6831306,5090.73542242,
BA,2929057,São Félix do Coribe,,,3599.16957762,5334.85752969,
BA,2929107,São Felipe,5533,5070,7208.67455176,9599.69647149,
BA,2929206,São Francisco do Conde,5200,4482,5707.64304705,11331.36758127,
BA,2929255,São Gabriel,,,5575.68080155,6118.64518433,
BA,2929305,São Gonçalo dos Campos,6248,5731,6967.51267348,11253.50722646,
BA,2929354,São José da Vitória,,,2356.97898821,2047.74931248,
BA,2929370,São José do Jacuípe,,,4674.1766166,3653.04708951,
BA,2929404,São Miguel das Matas,4711,2640,3641.96755868,5481.78535725,
BA,2929503,São Sebastião do Passé,7254,8509,12682.72071863,15915.80706423,
BA,2929602,Sapeaçu,4184,3104,5366.79050361,6146.33806059,
BA,2929701,Sátiro Dias,2992,3194,4087.03567822,7084.33503618,
BA,2929750,Saubara,,,2481.57813813,4539.94801369,
BA,2929800,Saúde,2529,2874,3663.11686923,4167.56099413,
BA,2929909,Seabra,7466,7710,13790.27541375,17525.03516661,
BA,2930006,Sebastião Laranjeiras,1982,2231,3185.74731483,3509.50768728,
BA,2930105,Senhor do Bonfim,11820,18457,26784.70961955,28093.88156655,
BA,2930154,Serra do Ramalho,,,10937.78853584,10984.54218487,
BA,2930204,Sento Sé,6180,9548,7892.63954564,10241.62839863,
BA,2930303,Serra Dourada,4393,4386,4681.22690565,7342.04760729,
BA,2930402,Serra Preta,6783,5976,4456.05192332,7164.896332,
BA,2930501,Serrinha,13277,17399,24908.50850805,39883.51087431,
BA,2930600,Serrolândia,5486,6360,3751.06847312,4977.8353822,
BA,2930709,Simões Filho,6137,11946,23291.46332705,42587.9799912101,
BA,2930758,Sítio do Mato,,,2459.95855311,4607.28113879,
BA,2930766,Sítio do Quinto,,,3800.96408938,6672.57732579,
BA,2930774,Sobradinho,,,6752.29837461,8396.80425318,
BA,2930808,Souto Soares,3097,4225,7158.10422885,6902.77018592,
BA,2930907,Tabocas do Brejo Velho,2476,3194,3495.13680989,5323.36119532,
BA,2931004,Tanhaçu,4472,4599,5653.96338947,8314.7225077,
BA,2931053,Tanque Novo,,,4407.94517612,6392.53852619,
BA,2931103,Tanquinho,2017,3306,3090.77068788,2907.2991106,
BA,2931202,Taperoá,2626,3957,4782.68026008,6015.41506356,
BA,2931301,Tapiramutá,2163,2708,5648.08160045,7446.50562295,
BA,2931350,Teixeira de Freitas,,,31202.20761953,47869.1837763898,
BA,2931400,Teodoro Sampaio,3286,2884,3462.8225065,3512.10661384,
BA,2931509,Teofilândia,3442,5674,6508.80522387,7686.29105714,
BA,2931608,Teolândia,2478,2920,4552.31145108,4641.23878102,
BA,2931707,Terra Nova,2978,3035,3131.24154826,4400.86846191,
BA,2931806,Tremedal,13473,11483,5553.11257929,8087.43079804,
BA,2931905,Tucano,9427,14355,17367.35767147,18723.08121132,
BA,2932002,Uauá,4336,4584,6640.41764625,8763.7392771,
BA,2932101,Ubaíra,5439,6302,7444.41895727,9459.08255533,
BA,2932200,Ubaitaba,3655,5145,6833.75765038,9696.06193578,
BA,2932309,Ubatã,4321,7589,8302.13627264,8476.88753431,
BA,2932408,Uibaí,3299,2943,4897.38305961,5344.26858305,
BA,2932457,Umburanas,,,3218.59547198,4855.93171293,
BA,2932507,Una,7260,13380,7736.13721822,12186.50010633,
BA,2932606,Urandi,3788,4714,5760.68553971,5984.97265137,
BA,2932705,Uruçuca,5065,7736,10135.76998673,7216.95972278,
BA,2932804,Utinga,2678,6022,5688.42721646,6148.93272981,
BA,2932903,Valença,14205,20759,25818.59022683,36069.21051648,
BA,2933000,Valente,5279,7862,7030.61160291,8589.74556324,
BA,2933059,Várzea da Roça,,,4136.51563943,6033.01300145,
BA,2933109,Várzea do Poço,2414,2337,2614.98751384,2664.27510852,
BA,2933158,Várzea Nova,,,6280.96267535,6127.43583419,
BA,2933174,Varzedo,,,3586.01678851,3784.20018519,
BA,2933208,Vera Cruz,3143,3610,8051.39743369,11948.13746762,
BA,2933257,Vereda,,,2538.85432679,2315.43985566,
BA,2933307,Vitória da Conquista,35867,57558,90106.8718334198,124567.498948159,
BA,2933406,Wagner,1285,1308,2704.20956482,3602.45900844,
BA,2933455,Wanderley,,,3766.44386141,4107.47410999,
BA,2933505,Wenceslau Guimarães,5493,5879,6881.4316304,8934.81712293,
BA,2933604,Xique-Xique,8755,12854,13935.66787422,16612.19454355,
BA,2999919,Trancoso,,,,,
BA,2999929,Barcellos,,,,,
BA,2999939,Olivença,,,,,
BA,2999949,Villa Verde,,,,,
CE,2300101,Abaiara,2003,2042,2608.03823024,2527.79582363,
CE,2300150,Acarapé,,,3209.48209994,4805.25130415,
CE,2300200,Acaraú,15804,19386,14029.08132777,16686.87364386,
CE,2300309,Acopiara,14003,17470,16843.00224601,16974.51976271,
CE,2300408,Aiuaba,4286,4710,4501.91003328,5120.85853212,
CE,2300507,Alcântaras,4062,3392,2854.07101125,3520.37373164,
CE,2300606,Altaneira,1046,1342,1433.64065566,2172.8028849,
CE,2300705,Alto Santo,3138,3828,4645.60964091,5703.85057795,
CE,2300754,Amontada,,,6328.15200983,8756.40008926,
CE,2300804,Antonina do Norte,1649,1345,1895.75107075,2471.21672434,
CE,2300903,Apuiarés,2713,2530,3239.22143871,4687.24919552,
CE,2301000,Aquiraz,9705,17328,17589.16295191,23586.73034247,
CE,2301109,Aracati,17568,22656,21112.30367726,23957.20449606,
CE,2301208,Aracoiaba,9439,9973,7385.33798278,8185.39026528,
CE,2301257,Ararendá,,,,4902.20504927,
CE,2301307,Araripe,3758,4326,5853.1067605,6792.64120186,
CE,2301406,Aratuba,3316,4054,4045.48309421,4630.22934906,
CE,2301505,Arneiroz,1736,1977,2246.83926033,2888.52716482,
CE,2301604,Assaré,8800,9693,6300.75128926,5828.7284179,
CE,2301703,Aurora,6983,7777,8501.31453065,8133.66264297,
CE,2301802,Baixio,1491,1339,1889.60609075,2457.32179864,
CE,2301851,Banabuiú,,,4305.21902286,5339.47493774,
CE,2301901,Barbalha,6783,9538,13315.311631,19168.91637949,
CE,2301950,Barreira,,,5186.42213453,5573.79251501,
CE,2302008,Barro,4729,5162,6415.52776393,6960.80907858,
CE,2302057,Barroquinha,,,3830.24797845,4827.9863365,
CE,2302107,Baturité,5751,7891,9316.83330498,11501.56488713,
CE,2302206,Beberibe,9423,13041,13107.35643373,13877.6684959,
CE,2302305,Bela Cruz,5203,7166,8804.7668055,10914.22884,
CE,2302404,Boa Viagem,11163,15204,15828.90179627,21335.14576089,
CE,2302503,Brejo Santo,6347,8101,10577.79618579,14056.08423602,
CE,2302602,Camocim,9206,11873,15425.84650995,20250.50314078,
CE,2302701,Campos Sales,9023,10561,7646.61750808,10932.21095956,
CE,2302800,Canindé,13966,18223,21571.93711993,26046.6918949,
CE,2302909,Capistrano,3083,4466,4950.80936028,4972.47260643,
CE,2303006,Caridade,3126,3931,4090.811015,5996.47742276,
CE,2303105,Cariré,9218,6892,5541.75810179,7118.97153661,
CE,2303204,Caririaçu,6694,8227,6922.568843,10936.15727337,
CE,2303303,Cariús,5855,6103,6208.46401068,6954.99082795,
CE,2303402,Carnaubal,2323,2838,4576.8221358,4975.10106404,
CE,2303501,Cascavel,12364,15732,18973.27499547,22831.40280355,
CE,2303600,Catarina,3010,2878,3915.02711795,5830.90668102,
CE,2303659,Catunda,,,,4097.32444358,
CE,2303709,Caucaia,15570,27564,57723.6731151499,95633.9165315704,
CE,2303808,Cedro,6061,6681,7439.37156527,10082.48144786,
CE,2303907,Chaval,1775,2068,2896.12701359,3678.36709836,
CE,2303931,Choró,,,,4620.30592615,
CE,2303956,Chorozinho,,,6115.07488141,6484.03829924,
CE,2304004,Coreaú,7678,7070,6630.43477863,9423.95959599,
CE,2304103,Crateús,16101,19178,23104.88612837,27891.9676897699,
CE,2304202,Crato,19478,25581,33427.6421947201,44393.45128904,
CE,2304236,Croatá,,,4489.90901021,6875.22378402,
CE,2304251,Cruz,,,6972.79065491,7013.87498322,
CE,2304269,Deputado Irapuan Pinheiro,,,3298.71834329,4038.94517094,
CE,2304277,Ererê,,,1897.32663421,2375.03627809,
CE,2304285,Eusébio,,,6752.57068583,11261.76237571,
CE,2304301,Farias Brito,5359,6190,5968.55677026,9306.4835287,
CE,2304350,Forquilha,,,5211.37126177,6747.98711029,
CE,2304400,Fortaleza,245758,469409,703141.101821405,956698.05475262,
CE,2304459,Fortim,,,,4684.9924464,
CE,2304509,Frecheirinha,2674,2544,3771.07036653,3945.95057114,
CE,2304608,General Sampaio,1268,1303,1621.01666453,1454.32221432,
CE,2304657,Graça,,,4716.47269572,5121.21434227,
CE,2304707,Granja,10556,11303,13896.49959363,19152.57099481,
CE,2304806,Granjeiro,1550,1542,1483.19084897,1576.15976448,
CE,2304905,Groaíras,2037,2520,3546.56225805,3896.77579503,
CE,2304954,Guaiúba,,,5858.75815229,6708.89621515,
CE,2305001,Guaraciaba do Norte,8977,10523,9969.61630586,12876.13931925,
CE,2305100,Guaramiranga,1712,1672,1922.92053791,2428.14674007,
CE,2305209,Hidrolândia,4733,5277,5364.56522387,5857.83383561,
CE,2305233,Horizonte,,,6561.47074275,13128.31062321,
CE,2305266,Ibaretama,,,3619.62266386,3757.44613128,
CE,2305308,Ibiapina,4619,4651,6001.61072017,8684.44855038,
CE,2305332,Ibicuitinga,,,2544.21491106,3164.40763982,
CE,2305357,Icapuí,,,4962.93481607,6441.94968241,
CE,2305407,Icó,11753,14833,20608.35839389,24847.1311499,
CE,2305506,Iguatu,21448,28134,27739.81271564,37822.6627866799,
CE,2305605,Independência,10680,11611,8603.93584173,10228.34044152,
CE,2305654,Ipaporanga,,,3315.64545758,3746.49790787,
CE,2305704,Ipaumirim,2667,3216,3791.98431345,4273.79147383,
CE,2305803,Ipu,11021,12522,11895.758282,17764.65518518,
CE,2305902,Ipueiras,7358,9461,10925.26978468,15212.52020524,
CE,2306009,Iracema,5638,6534,4693.20259258,5254.8332369,
CE,2306108,Irauçuba,4438,5829,5806.06658225,8766.82058109,
CE,2306207,Itaiçaba,1596,1295,1932.73599636,2890.92496744,
CE,2306256,Itaitinga,,,,10476.03562976,
CE,2306306,Itapagé,8345,14630,14994.65853134,15909.35859384,
CE,2306405,Itapipoca,25203,29020,24115.37995474,32936.7931834001,
CE,2306504,Itapiúna,3738,4667,3488.21783028,5135.94940394,
CE,2306553,Itarema,,,7856.02066386,10641.66842503,
CE,2306603,Itatira,4316,4583,4072.00901885,6210.25006359,
CE,2306702,Jaguaretama,4538,5097,5643.16727235,6586.52022533,
CE,2306801,Jaguaribara,1800,2474,2857.96724924,3798.06105685,
CE,2306900,Jaguaribe,7145,11525,11759.90933166,15763.05465729,
CE,2307007,Jaguaruana,5311,12535,9968.79315727,12681.29855401,
CE,2307106,Jardim,5540,6868,7719.9300917,10205.30644983,
CE,2307205,Jati,1692,2231,2375.44737623,2804.15211943,
CE,2307254,Jijoca de Jericoacoara,,,,4758.11911586,
CE,2307304,Juazeiro do Norte,28404,44341,61238.4038821199,85566.9397759801,
CE,2307403,Jucás,6505,6939,7252.06573012,8350.9290222,
CE,2307502,Lavras da Mangabeira,8765,9322,9222.82350743,9181.9288913,
CE,2307601,Limoeiro do Norte,6478,10061,15986.40126903,20924.39487957,
CE,2307635,Madalena,,,4314.05994288,5750.45518503,
CE,2307650,Maracanaú,,,51262.1762427,72660.2799441603,
CE,2307700,Maranguape,16470,32301,25107.41928887,35286.81090967,
CE,2307809,Marco,3940,4825,7597.84533827,7902.02850177,
CE,2307908,Martinópole,2535,1962,1994.79452785,2372.68930827,
CE,2308005,Massapê,9316,9454,7841.68417027,10268.20850902,
CE,2308104,Mauriti,9326,9828,11337.46935704,14444.51271039,
CE,2308203,Meruoca,3354,4446,3028.59158275,4735.25745336,
CE,2308302,Milagres,5432,7020,8546.44791772,7960.1597477,
CE,2308351,Milhã,,,3658.10871563,6544.24446973,
CE,2308377,Miraíma,,,2777.13048589,3604.37882104,
CE,2308401,Missão Velha,8476,9477,9367.79684556,10566.84610204,
CE,2308500,Mombaça,11217,14797,13333.10280406,15126.82473621,
CE,2308609,Monsenhor Tabosa,4099,4404,4784.7992622,6110.29934621,
