Capital residencial - total
Sigla,Código,Município,1970,1980,1991,2000,
BA,2909703,Cristópolis,2100.9448253688,15727.0370124676,26718.842201917,41552.0556580585,
BA,2909802,Cruz das Almas,138218.432063424,251051.149713487,232197.198140471,400488.581857907,
BA,2909901,Curaçá,37905.962692497,44046.2583150869,58738.3794673202,126695.897013587,
BA,2910008,Dário Meira,20740.8060569287,24814.4072305069,23547.0989782998,48825.1192168901,
BA,2910057,Dias d'Ávila,,,271444.217399646,549088.437132387,
BA,2910107,Dom Basílio,9234.9707103324,11076.8963274685,19822.6102976288,36806.0271274315,
BA,2910206,Dom Macedo Costa,11972.7206398328,15481.3638656995,6397.2393840606,17669.6848694711,
BA,2910305,Elísio Medrado,14159.3119572119,14122.5716281839,18351.2340669372,37689.0399681145,
BA,2910404,Encruzilhada,38872.0683816448,49884.3555699519,46100.0908692697,122818.937951635,
BA,2910503,Entre Rios,50175.5592088805,95416.9740798756,97313.5162489677,184886.180007835,
BA,2910602,Esplanada,55275.8479500554,89490.0401559231,87314.845643294,118151.292827595,
BA,2910701,Euclides da Cunha,81516.8268029092,160553.808429357,120351.008084013,225522.608315339,
BA,2910727,Eunápolis,,,367414.842694026,716799.934107198,
BA,2910750,Fátima,,,28293.5766694159,79595.4563214731,
BA,2910776,Feira da Mata,,,10554.7033550495,18715.4090947287,
BA,2910800,Feira de Santana,1201195.91795924,2618192.06860412,3150479.99943682,4722764.23264839,
BA,2910859,Filadélfia,,,29652.0940506976,55108.0252967166,
BA,2910909,Firmino Alves,19097.2472278104,24201.6829085617,17165.3918193181,31304.4882906168,
BA,2911006,Floresta Azul,40571.4955009645,69914.597803942,41283.0471941817,74983.6898988246,
BA,2911105,Formosa do Rio Preto,12540.6211669565,28979.1840234743,39507.32509818,84441.8803568906,
BA,2911204,Gandu,57816.7604964007,131030.455803085,132144.475691514,185788.239575316,
BA,2911253,Gavião,,,13737.2730163736,20796.7638975906,
BA,2911303,Gentio do Ouro,20861.4634525572,19106.4815646998,22562.9384779008,29435.5027652715,
BA,2911402,Glória,15685.7662847739,20212.3362257366,25574.9003200185,48865.983351482,
BA,2911501,Gongogi,28113.2986949375,24670.1173690541,21054.5569231128,38962.4375346652,
BA,2911600,Governador Mangabeira,30655.4770800882,41144.4387225648,42123.8227597359,77448.0946633011,
BA,2911659,Guajeru,,,13793.1392858587,38445.2688390211,
BA,2911709,Guanambi,91875.5331572751,222654.246853065,381545.768925603,578377.495827371,
BA,2911808,Guaratinga,53703.456615558,70743.5651579108,51463.5532708122,101643.31424444,
BA,2911857,Heliópolis,,,18822.5416204184,50389.0691399828,
BA,2911907,Iaçu,46233.1521613084,86911.0394127872,78447.1525523247,145354.551881913,
BA,2912004,Ibiassucê,12271.5246273002,17410.4176046784,29152.6263860299,59998.1661388434,
BA,2912103,Ibicaraí,126181.033913316,163023.083349655,139276.485682196,197181.526436505,
BA,2912202,Ibicoara,8445.1443008458,10390.4230805249,15334.7453149412,62062.5838416317,
BA,2912301,Ibicuí,33923.84658914,52551.5360769187,46628.0660670963,109466.96884074,
BA,2912400,Ibipeba,16762.5478549654,29148.0815900444,34583.7223157698,62727.0041617452,
BA,2912509,Ibipitanga,14257.3232011636,18053.8362858694,19167.4202281735,44019.3007753242,
BA,2912608,Ibiquera,13108.4685124584,12982.1145959126,8250.6593898373,14210.2015827165,
BA,2912707,Ibirapitanga,33726.0295690194,62877.2704467155,42206.3795622853,70809.6391597342,
BA,2912806,Ibirapuã,34531.6307856226,31781.7567115228,30487.9451624014,47481.6496263578,
BA,2912905,Ibirataia,44376.1536047158,82851.7859030068,71219.7131787652,140497.263951954,
BA,2913002,Ibitiara,30172.3567827416,47891.4568556237,30315.7025052512,55394.0249030654,
BA,2913101,Ibititá,14466.0027689389,45450.7158102571,41646.6257579775,72172.9761170924,
BA,2913200,Ibotirama,22054.9087971572,36407.0265563082,73721.211537805,133269.847329963,
BA,2913309,Ichu,7002.7089629789,13435.619731196,18502.8786717009,34181.5168609365,
BA,2913408,Igaporã,24396.147327848,36465.8968398699,41391.5005277684,70945.7091586992,
BA,2913457,Igrapiúna,,,22472.4410287417,39837.6467535964,
BA,2913507,Iguaí,50640.4123663087,67107.3033801355,63013.8935495748,137387.16163134,
BA,2913606,Ilhéus,743631.065304587,994033.465680668,1084360.94875648,1767639.67562793,
BA,2913705,Inhambupe,45266.293094624,60732.817955479,66110.7171527885,133883.145958939,
BA,2913804,Ipecaetá,24419.0264908748,26929.4529670576,22128.9728951933,43114.2593993288,
BA,2913903,Ipiaú,142481.149868721,270173.906080497,210489.889515334,381324.235695244,
BA,2914000,Ipirá,94221.0423600928,160890.452128562,165244.095173508,292412.391533513,
BA,2914109,Ipupiara,10819.4512407054,14402.2982407627,24154.2693920495,45234.1346248709,
BA,2914208,Irajuba,11226.1381065289,15151.0967310516,12099.1479253735,22133.7959041258,
BA,2914307,Iramaia,21358.3540325348,24189.2065519527,32774.2842888906,56221.9578577497,
BA,2914406,Iraquara,21673.3046689978,24433.4183274735,29416.5671827719,61870.4109659961,
BA,2914505,Irará,42830.755401957,51448.385968842,59414.8412997603,94274.0181081176,
BA,2914604,Irecê,150257.015563968,433557.85469538,251990.147928549,443662.034912822,
BA,2914653,Itabela,,,60066.7099984518,127020.241489645,
BA,2914703,Itaberaba,113782.71111908,222819.305809171,236888.241824456,446947.853305624,
BA,2914802,Itabuna,963818.841981173,1783720.01700489,1299276.24909549,2216211.68955538,
BA,2914901,Itacaré,36974.1118638593,45740.5884915979,39224.4671374252,62178.7146747814,
BA,2915007,Itaeté,43451.8220159558,28438.8289168394,24281.6258203801,42904.062455545,
BA,2915106,Itagi,28798.4791106123,46571.3398846943,49028.4491807021,93470.3629817995,
BA,2915205,Itagibá,31464.0298890052,56731.0538897862,53551.2803527358,91722.5298707452,
BA,2915304,Itagimirim,21966.0007797946,24518.2220342767,25672.3934609389,58940.9704964928,
BA,2915353,Itaguaçu da Bahia,,,18402.0908190845,26037.8667638386,
BA,2915403,Itaju do Colônia,22497.2832424795,37538.4624829009,26215.9679636372,51315.000315721,
BA,2915502,Itajuípe,111102.358664795,161328.685031744,107181.466794434,162589.418012883,
BA,2915601,Itamaraju,123195.683784334,281813.120786841,282865.180265585,463688.562460888,
BA,2915700,Itamari,13062.4978124468,25837.0031934226,22205.4187950293,35125.5370895828,
BA,2915809,Itambé,91659.8038596925,104871.564390139,109259.337048664,206745.140848825,
BA,2915908,Itanagra,7319.4980996909,14199.8090970707,8776.6794374029,18710.3374938206,
BA,2916005,Itanhém,67680.7180171972,93737.3616806457,90667.6440689871,148102.673194261,
BA,2916104,Itaparica,52712.304146213,55470.5842578033,79730.5129546653,204346.027255435,
BA,2916203,Itapé,27785.759048878,32741.8914323995,26567.7135451934,69984.3431282354,
BA,2916302,Itapebi,37428.1574272044,29307.1657190166,23385.0153544562,49210.5573446916,
BA,2916401,Itapetinga,289292.103509736,374098.087382681,315685.19004109,606724.218448262,
BA,2916500,Itapicuru,27792.3683327458,36307.7578664323,38570.0258075332,73406.3394306822,
BA,2916609,Itapitanga,28707.0563114355,35638.9648441958,27922.1542801457,59591.9453719555,
BA,2916708,Itaquara,19297.5929634895,17917.271061019,15567.1082572038,42037.628989303,
BA,2916807,Itarantim,35668.9456989219,53331.5442507397,49999.8262694642,118446.401470013,
BA,2916856,Itatim,,,21917.0157356209,61248.3718309032,
BA,2916906,Itiruçu,30850.1216945768,45129.779805625,34311.1361154184,73751.3681268396,
BA,2917003,Itiúba,40990.8052258283,61891.764237125,75679.4875558543,108569.619556039,
BA,2917102,Itororó,69194.462587481,101284.948146562,86010.823649877,154856.283015598,
BA,2917201,Ituaçu,25512.7192128337,29538.3499824177,38941.5502009673,64603.9606781415,
BA,2917300,Ituberá,59606.6030218372,113079.28051471,55619.6043687719,127663.622403856,
BA,2917334,Iuiú,,,25458.7760087389,38553.0262318288,
BA,2917359,Jaborandi,,,18980.1749516783,31435.9717094133,
BA,2917409,Jacaraci,15048.0948373321,29643.9629830088,31846.8808640776,56630.8451533811,
BA,2917508,Jacobina,269461.391591769,468768.308791747,373249.949190152,603556.162958901,
BA,2917607,Jaguaquara,77654.4674078724,130381.770350009,158450.618687925,259500.915812874,
BA,2917706,Jaguarari,31673.7472456435,132850.657442695,97403.070565773,186750.40111737,
BA,2917805,Jaguaripe,20959.499274204,22377.2330227583,22882.7276309241,42298.9576573331,
BA,2917904,Jandaíra,10921.913687184,15669.6191468122,18643.0433081028,28086.1148078155,
BA,2918001,Jequié,646989.635319796,937200.878124551,810205.7010581,1240746.16508288,
BA,2918100,Jeremoabo,59422.389163743,82519.9570058243,115304.037563752,152584.7630761,
BA,2918209,Jiquiriçá,18464.4832862462,23311.7885605845,27067.2320718357,63405.5109306933,
BA,2918308,Jitaúna,45888.1746039338,64135.5195441561,55424.2828841564,79605.9699886955,
BA,2918357,João Dourado,,,44375.9567426164,96278.3334768594,
BA,2918407,Juazeiro,375752.92446618,747900.479204202,635288.100217306,1389852.61436657,
BA,2918456,Jucuruçu,,,21032.6281959071,36415.0276889848,
BA,2918506,Jussara,29911.0719741944,44014.4678257784,26301.0921285684,53647.150798106,
BA,2918555,Jussari,,,31845.2659031261,49368.3014565086,
BA,2918605,Jussiape,18049.2324537532,19134.3704718844,26221.1214280708,47004.3055934361,
BA,2918704,Lafaiete Coutinho,10007.6642598959,12115.7975226768,8848.9106373377,18061.2569396888,
BA,2918753,Lagoa Real,,,13544.7516388728,34247.7166816219,
BA,2918803,Laje,36260.0480176436,37326.0948961824,39189.639992157,87845.7594847037,
BA,2918902,Lajedão,13531.1637533987,19584.5696615778,14673.6234957511,21206.2710538635,
BA,2919009,Lajedinho,10239.5026535845,11283.0071839354,7535.365246539,12988.2839635936,
BA,2919058,Lajedo do Tabocal,,,12417.2885104258,34007.3600083323,
BA,2919108,Lamarão,11718.1782749244,16780.3440366785,13139.4601426388,29977.3357447234,
BA,2919157,Lapão,,,47958.8127539099,110449.298554051,
BA,2919207,Lauro de Freitas,42095.986406218,249965.510502051,734323.654060845,1903867.90372128,
BA,2919306,Lençóis,20771.7192708562,18003.3128080401,26968.1431783729,53580.4683398158,
BA,2919405,Licínio de Almeida,25806.6046834202,43388.0258698449,35945.090672694,54598.3317091484,
BA,2919504,Livramento de Nossa Senhora,74663.4153565898,103521.104254807,112240.063031975,230937.487167392,
BA,2919553,Luís Eduardo Magalhães,,,,,
BA,2919603,Macajuba,12414.6146369354,16676.2433016091,26737.6296629704,46166.2935416966,
BA,2919702,Macarani,26681.5433976931,43657.9261558156,49644.4464932952,111841.948212082,
BA,2919801,Macaúbas,59719.7579051076,63570.5387990306,75774.2183566556,143465.359452752,
BA,2919900,Macururé,13433.5255115616,11150.1467429521,7754.022212734,20595.8084453022,
BA,2919926,Madre de Deus,,,81797.8157108064,189361.881456399,
BA,2919959,Maetinga,,,15009.7516084595,37625.868659668,
BA,2920007,Maiquinique,10908.6578561504,19588.5529537512,22113.5662081047,53338.0824309857,
BA,2920106,Mairi,55855.7073811139,68045.5753520647,55126.312611994,100813.486232413,
BA,2920205,Malhada,28439.0184160581,30411.6096454128,19398.5967486472,48240.7269074085,
BA,2920304,Malhada de Pedras,14149.5786443444,10960.877185391,12911.1420162782,29891.5465150668,
BA,2920403,Manoel Vitorino,20460.7638121841,28837.6701523687,32523.3495512351,54216.0637397506,
BA,2920452,Mansidão,,,13325.2813927873,26621.4413716117,
BA,2920502,Maracás,38811.5527607283,73960.6519626097,74513.1773636722,137257.692566265,
BA,2920601,Maragogipe,143100.615238197,179976.535043518,118751.302035291,217536.532184119,
BA,2920700,Maraú,27336.6111472432,28699.8911690047,26158.8924449833,53745.4047756613,
BA,2920809,Marcionílio Souza,14796.2406454913,21676.0804441522,22069.2161529491,38971.2027613768,
BA,2920908,Mascote,24200.5812831685,48261.8535458528,33895.2051276522,69458.5347981252,
BA,2921005,Mata de São João,139600.577279948,193843.579704638,139250.40345403,213242.249865193,
BA,2921054,Matina,,,13130.7161299892,27054.8448704216,
BA,2921104,Medeiros Neto,59994.1087876271,109829.590826905,105186.574503234,163697.195831445,
BA,2921203,Miguel Calmon,58458.7568191924,79502.12153681,74667.7616540277,152818.297030716,
BA,2921302,Milagres,21711.3986995129,38353.5450737014,30024.7440121008,59871.2234157798,
BA,2921401,Mirangaba,19447.2408146709,28552.84791361,25143.8378311796,49679.4840313854,
BA,2921450,Mirante,,,12003.0151514596,27721.2493901659,
BA,2921500,Monte Santo,69998.4456156602,81672.9289029085,68352.715145081,108018.822724717,
BA,2921609,Morpará,11178.2255226488,15639.2424570384,17749.4657910842,37949.0616224612,
BA,2921708,Morro do Chapéu,49254.4671029761,108450.400987448,90008.0150325856,167868.491378365,
BA,2921807,Mortugaba,12471.5596261707,24216.0342105429,29904.4441626719,54339.2068360821,
BA,2921906,Mucugê,12669.9609811699,17531.4752914692,20341.4668509894,57474.2396595808,
BA,2922003,Mucuri,30977.7517464517,43177.6578773401,63689.0261840754,204050.094290554,
BA,2922052,Mulungu do Morro,,,22642.0528936196,37801.3833056124,
BA,2922102,Mundo Novo,59431.8019948445,60061.1817034082,67532.8116699477,100705.862761894,
BA,2922201,Muniz Ferreira,14690.4314112687,14815.8626578046,14972.1925412325,27830.043828646,
BA,2922250,Muquém de São Francisco,,,8797.5501717705,20171.7394124714,
BA,2922300,Muritiba,98393.896960872,119595.972079536,100141.727956064,193600.663351413,
BA,2922409,Mutuípe,36783.9793292744,60439.5607912879,58742.4834319754,128675.458196079,
BA,2922508,Nazaré,142546.638610268,159336.949267923,120036.34167175,190899.501874636,
BA,2922607,Nilo Peçanha,18257.8185440734,24045.7523211428,24106.6789884519,40822.9589780382,
BA,2922656,Nordestina,,,12633.4758671957,29378.533049642,
BA,2922706,Nova Canaã,28754.6084140566,43165.0336134194,37913.7181576618,80939.5462321707,
BA,2922730,Nova Fátima,,,26069.6578373851,50088.8921738799,
BA,2922755,Nova Ibiá,,,23419.0658301179,33665.2475884237,
BA,2922805,Nova Itarana,8959.2469331516,13037.4406274373,10235.6239868605,23785.2395962229,
BA,2922854,Nova Redenção,,,18714.8559994296,30969.3525029578,
BA,2922904,Nova Soure,29250.8826815443,57426.7726265513,65768.1793134171,94771.2754415475,
BA,2923001,Nova Viçosa,36936.1331165921,53268.8424706958,103265.871498048,194741.629322748,
BA,2923035,Novo Horizonte,,,19527.8525508215,32147.423015781,
BA,2923050,Novo Triunfo,,,20121.5737358203,56756.2927978465,
BA,2923100,Olindina,22196.0604535371,49427.612009135,59386.7595792501,121212.665741671,
BA,2923209,Oliveira dos Brejinhos,29424.2936120463,34698.2004904914,36149.659561092,64421.9751081316,
BA,2923308,Ouriçangas,9922.0449773635,10027.5810107908,14848.3253623269,26204.4285338615,
BA,2923357,Ourolândia,,,18530.8387461859,45746.9061881505,
BA,2923407,Palmas de Monte Alto,24797.6743602965,31556.3867616147,55838.3284392461,63835.1186030631,
BA,2923506,Palmeiras,11476.2912444726,19110.0321582753,22662.8567471203,40388.7088158732,
BA,2923605,Paramirim,45313.8995153811,52547.5492098733,51535.9480508517,106558.73984026,
BA,2923704,Paratinga,32647.7998981298,38022.3776662732,41338.7279509835,74412.4587164127,
BA,2923803,Paripiranga,46767.6807526314,93336.5829997897,67450.7641295552,105802.458998409,
BA,2923902,Pau Brasil,34373.9996579024,61140.284010011,42937.4168422567,84335.4503902983,
BA,2924009,Paulo Afonso,329704.498752037,670408.97420617,526598.844784038,942864.44736731,
BA,2924058,Pé de Serra,,,23047.5389114409,48914.1781740821,
BA,2924108,Pedrão,15493.2028768984,14052.1039967415,15071.0605863891,17338.1786229912,
BA,2924207,Pedro Alexandre,13029.0204687359,16737.1532049509,14699.8476489214,32189.8284166061,
BA,2924306,Piatã,24586.867314881,33983.8849882737,33058.721913703,74643.0255470747,
BA,2924405,Pilão Arcado,35562.3249983731,33431.5192727764,35262.3077785396,65308.8653753241,
BA,2924504,Pindaí,21011.2490026572,29723.0536679946,29484.9085928786,52732.424793036,
BA,2924603,Pindobaçu,38107.9801582924,58793.3910696716,48072.8764797534,82279.379284506,
BA,2924652,Pintadas,,,17600.966898499,53426.0579068438,
BA,2924678,Piraí do Norte,,,19998.7954139292,32377.3912729491,
BA,2924702,Piripá,13028.0578598872,14454.3151915236,25209.1365142704,55538.7218150731,
BA,2924801,Piritiba,31217.3517476527,49836.2562533774,56745.8020586011,114723.322130962,
BA,2924900,Planaltino,17504.1569253805,21488.1535828651,16968.3727661949,26270.0502697897,
BA,2925006,Planalto,51584.0904967667,54360.6881305794,56494.2218448744,110192.239555504,
BA,2925105,Poções,94991.9426631586,135974.575145786,147384.507990722,299711.470664104,
BA,2925204,Pojuca,66178.3687772391,113206.953085182,146663.8586356,235603.04061034,
BA,2925253,Ponto Novo,,,31405.2228793781,60865.0912034995,
BA,2925303,Porto Seguro,63464.8886482072,160586.116050992,146965.917477748,710802.877252543,
BA,2925402,Potiraguá,25462.0681660078,29388.5275337723,29195.5841652014,78045.6942958211,
BA,2925501,Prado,51330.9512985143,70702.0445527986,75424.3451140752,137182.183280396,
BA,2925600,Presidente Dutra,7567.015697339,43953.7528310703,39504.7798357015,60164.8404115498,
BA,2925709,Presidente Jânio Quadros,19174.8550472047,26394.7846962919,21507.3196505897,52581.6322488459,
BA,2925758,Presidente Tancredo Neves,,,27369.6153913794,70165.3258145226,
BA,2925808,Queimadas,47611.8750445718,70623.2171243096,53158.0526445089,99570.9557805434,
BA,2925907,Quijingue,21336.1855248604,29941.4297458063,26259.3305156245,61467.152372665,
BA,2925931,Quixabeira,,,18098.8243661803,34721.4661917352,
BA,2925956,Rafael Jambeiro,,,39245.5523050348,66187.2931068935,
BA,2926004,Remanso,53840.1782438825,107812.059174266,121994.944522259,208661.114565851,
BA,2926103,Retirolândia,16896.915074086,27354.4143174725,25139.7496202835,50885.1571073883,
BA,2926202,Riachão das Neves,30002.2990942612,40270.3286017953,41325.7784885343,72739.6828202001,
BA,2926301,Riachão do Jacuípe,97641.2743785644,206124.500305314,140137.944740362,202294.300274513,
BA,2926400,Riacho de Santana,60167.7138432674,70042.4632377401,60321.8905228439,109472.483735463,
BA,2926509,Ribeira do Amparo,33549.6671194768,40345.9674030412,15809.2426191555,38683.3733214612,
BA,2926608,Ribeira do Pombal,95602.622680354,151337.486033789,132855.421509551,242828.205095833,
BA,2926657,Ribeirão do Largo,,,21474.0480310304,55656.1148792735,
