Percentual da população de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos
Sigla,Código,Município,1991,2000,2010,
BA,2924900,Planaltino,84.57,68.05,51.34,
BA,2925006,Planalto,85.01,64.98,57.03,
BA,2925105,Poções,86.09,67.82,60.44,
BA,2925204,Pojuca,74.85,55.11,42.72,
BA,2925253,Ponto Novo,92.39,73.45,60.34,
BA,2925303,Porto Seguro,77.07,61.12,51.82,
BA,2925402,Potiraguá,94.49,72.55,56.06,
BA,2925501,Prado,94.84,73.67,59.49,
BA,2925600,Presidente Dutra,79.51,58.33,51.67,
BA,2925709,Presidente Jânio Quadros,84.78,63.96,55.13,
BA,2925758,Presidente Tancredo Neves,107.84,75.92,55.37,
BA,2925808,Queimadas,80.49,74.94,60.34,
BA,2925907,Quijingue,95.34,75.86,60.65,
BA,2925931,Quixabeira,89.72,69.94,55.67,
BA,2925956,Rafael Jambeiro,101.57,73.67,62.22,
BA,2926004,Remanso,84.61,62.38,56.17,
BA,2926103,Retirolândia,87.25,57.22,51.01,
BA,2926202,Riachão das Neves,107.69,75.3,55.65,
BA,2926301,Riachão do Jacuípe,75.15,60.48,50.13,
BA,2926400,Riacho de Santana,83.38,68.03,52.22,
BA,2926509,Ribeira do Amparo,96.83,82.44,63.14,
BA,2926608,Ribeira do Pombal,83.62,68.88,55.47,
BA,2926657,Ribeirão do Largo,90.16,60.22,58.23,
BA,2926707,Rio de Contas,81.04,62.08,48.05,
BA,2926806,Rio do Antônio,84.28,64.03,50.8,
BA,2926905,Rio do Pires,89.68,63.73,49.99,
BA,2927002,Rio Real,94.89,73.78,56.56,
BA,2927101,Rodelas,76.99,67.03,59.17,
BA,2927200,Ruy Barbosa,89.92,72.4,60.63,
BA,2927309,Salinas da Margarida,96.44,66.67,51.12,
BA,2927408,Salvador,59.4,44.28,36.61,
BA,2927507,Santa Bárbara,89.66,67.15,58.76,
BA,2927606,Santa Brígida,100.46,80.09,61.62,
BA,2927705,Santa Cruz Cabrália,81.18,64.92,56.86,
BA,2927804,Santa Cruz da Vitória,97.67,61.02,50.23,
BA,2927903,Santa Inês,100.22,73.92,55.55,
BA,2928000,Santaluz,89.47,65.84,53.82,
BA,2928059,Santa Luzia,97.35,77.98,58.33,
BA,2928109,Santa Maria da Vitória,92.07,69.99,54.34,
BA,2928208,Santana,85.36,66.5,56.09,
BA,2928307,Santanópolis,97.65,70.92,61.44,
BA,2928406,Santa Rita de Cássia,94.09,75.2,58.23,
BA,2928505,Santa Teresinha,99.19,78.38,60.72,
BA,2928604,Santo Amaro,77.89,54.92,46.4,
BA,2928703,Santo Antônio de Jesus,73.33,54.44,42.15,
BA,2928802,Santo Estêvão,92.62,72.75,54.07,
BA,2928901,São Desidério,100.96,75.79,56.1,
BA,2928950,São Domingos,81.62,55.35,48.88,
BA,2929008,São Félix,85.39,57.55,41.82,
BA,2929057,São Félix do Coribe,90.1,66.18,54.84,
BA,2929107,São Felipe,89.07,63,47.98,
BA,2929206,São Francisco do Conde,83.38,57.25,46.47,
BA,2929255,São Gabriel,95.54,67.55,55.57,
BA,2929305,São Gonçalo dos Campos,84.18,62.61,50.54,
BA,2929354,São José da Vitória,89.7,79.85,61.03,
BA,2929370,São José do Jacuípe,87.47,67.25,58.79,
BA,2929404,São Miguel das Matas,86.03,67.33,53.6,
BA,2929503,São Sebastião do Passé,77.92,55.45,44.62,
BA,2929602,Sapeaçu,91.6,66.5,49.95,
BA,2929701,Sátiro Dias,94.42,76.75,61.15,
BA,2929750,Saubara,80.54,56.38,49.14,
BA,2929800,Saúde,88.99,67.12,55.2,
BA,2929909,Seabra,79.89,70.47,57.62,
BA,2930006,Sebastião Laranjeiras,89.21,72.27,46.65,
BA,2930105,Senhor do Bonfim,79.15,58.17,51.62,
BA,2930154,Serra do Ramalho,104.13,81.25,63.5,
BA,2930204,Sento Sé,98.38,74.09,61.94,
BA,2930303,Serra Dourada,94.5,67.77,53.6,
BA,2930402,Serra Preta,101.32,74.84,59.33,
BA,2930501,Serrinha,88.93,63.18,50.23,
BA,2930600,Serrolândia,91.26,65.74,53.17,
BA,2930709,Simões Filho,78.42,56.2,45.42,
BA,2930758,Sítio do Mato,108.14,82.73,64,
BA,2930766,Sítio do Quinto,83.53,66.54,56.66,
BA,2930774,Sobradinho,82.57,58.44,56.22,
BA,2930808,Souto Soares,91.43,75.01,63.11,
BA,2930907,Tabocas do Brejo Velho,93.22,72.16,57.04,
BA,2931004,Tanhaçu,83.42,63.19,50.2,
BA,2931053,Tanque Novo,78.75,65.21,54.79,
BA,2931103,Tanquinho,65.57,57.84,51.7,
BA,2931202,Taperoá,94.33,76.59,59.33,
BA,2931301,Tapiramutá,96.09,81,56.85,
BA,2931350,Teixeira de Freitas,75.39,59.38,48.42,
BA,2931400,Teodoro Sampaio,88.85,66.52,53.03,
BA,2931509,Teofilândia,95.26,75.64,57.94,
BA,2931608,Teolândia,101.68,81.67,53.17,
BA,2931707,Terra Nova,85.38,63.59,53.02,
BA,2931806,Tremedal,82.39,67.34,55.72,
BA,2931905,Tucano,88.13,69.88,56.9,
BA,2932002,Uauá,91.46,68.23,57.19,
BA,2932101,Ubaíra,95.03,70.91,53.64,
BA,2932200,Ubaitaba,93.16,70.14,54.81,
BA,2932309,Ubatã,94.47,68.64,56.04,
BA,2932408,Uibaí,86.19,60.33,50.76,
BA,2932457,Umburanas,89.86,68.02,52.42,
BA,2932507,Una,95.9,67.73,55.54,
BA,2932606,Urandi,91.69,66.79,50.21,
BA,2932705,Uruçuca,83.56,65.53,54.34,
BA,2932804,Utinga,78.89,77.57,62.33,
BA,2932903,Valença,84.21,63.53,49.24,
BA,2933000,Valente,80.82,57.55,45.25,
BA,2933059,Várzea da Roça,96.65,72.29,56.31,
BA,2933109,Várzea do Poço,79.92,63.92,50.47,
BA,2933158,Várzea Nova,84.88,70.82,55.67,
BA,2933174,Varzedo,87.16,61.83,50.59,
BA,2933208,Vera Cruz,76.91,57.74,49.32,
BA,2933257,Vereda,82.97,71.87,58.5,
BA,2933307,Vitória da Conquista,70.49,54.06,46.97,
BA,2933406,Wagner,93.05,76.35,59.36,
BA,2933455,Wanderley,98.08,67.62,56,
BA,2933505,Wenceslau Guimarães,95.52,72.69,57.74,
BA,2933604,Xique-Xique,96.55,78.65,63.01,
BA,2999919,Trancoso,,,,
BA,2999929,Barcellos,,,,
BA,2999939,Olivença,,,,
BA,2999949,Villa Verde,,,,
CE,2300101,Abaiara,93.88,74.25,59.84,
CE,2300150,Acarapé,82.21,73.04,54.67,
CE,2300200,Acaraú,96.07,79.77,55.99,
CE,2300309,Acopiara,87.21,67.67,55.18,
CE,2300408,Aiuaba,95.61,79.59,60,
CE,2300507,Alcântaras,94.05,84.54,58.4,
CE,2300606,Altaneira,86.21,74.13,63.86,
CE,2300705,Alto Santo,85.59,69.28,50.51,
CE,2300754,Amontada,107.51,91.23,65.51,
CE,2300804,Antonina do Norte,96.83,80.66,63.98,
CE,2300903,Apuiarés,87.58,79.12,57.52,
CE,2301000,Aquiraz,81.28,66.91,48.13,
CE,2301109,Aracati,78.11,63.7,47.13,
CE,2301208,Aracoiaba,89.67,73.96,56.29,
CE,2301257,Ararendá,86.5,74.42,61.32,
CE,2301307,Araripe,99.21,82.21,64.39,
CE,2301406,Aratuba,93.67,82.16,58.93,
CE,2301505,Arneiroz,90.37,75.14,56.79,
CE,2301604,Assaré,88.28,77.8,62.36,
CE,2301703,Aurora,86.93,69.69,55.7,
CE,2301802,Baixio,82.65,62.8,52.67,
CE,2301851,Banabuiú,87.47,81.29,62.25,
CE,2301901,Barbalha,84.01,67.87,53.48,
CE,2301950,Barreira,86.57,72.03,53.55,
CE,2302008,Barro,85.18,70.87,54.41,
CE,2302057,Barroquinha,98.91,80.04,60.41,
CE,2302107,Baturité,81.69,71.47,56.94,
CE,2302206,Beberibe,87.64,68.15,51.76,
CE,2302305,Bela Cruz,98.55,78.85,56.7,
CE,2302404,Boa Viagem,87.83,79.13,61.94,
CE,2302503,Brejo Santo,84.78,68.28,50.61,
CE,2302602,Camocim,91.36,74.78,54.11,
CE,2302701,Campos Sales,85.53,77.1,61.37,
CE,2302800,Canindé,86.78,78.45,59.2,
CE,2302909,Capistrano,98.9,79.16,57.12,
CE,2303006,Caridade,87,78.86,56.55,
CE,2303105,Cariré,90.2,79.76,60.32,
CE,2303204,Caririaçu,98.97,78.93,64.58,
CE,2303303,Cariús,83.15,70.12,55.11,
CE,2303402,Carnaubal,95.93,83.58,64.71,
CE,2303501,Cascavel,79.95,65.29,49.99,
CE,2303600,Catarina,94.27,67.44,43.22,
CE,2303659,Catunda,97.5,79.54,61.82,
CE,2303709,Caucaia,76.72,65.52,47.93,
CE,2303808,Cedro,80.72,67.64,57.43,
CE,2303907,Chaval,89.79,76.17,56.79,
CE,2303931,Choró,96.92,88.58,62.68,
CE,2303956,Chorozinho,84.45,69.55,49.98,
CE,2304004,Coreaú,88.97,79.12,58.63,
CE,2304103,Crateús,75.04,64.99,53.74,
CE,2304202,Crato,76.01,63.11,50.2,
CE,2304236,Croatá,96.74,86.47,64.63,
CE,2304251,Cruz,96.78,75.59,56.87,
CE,2304269,Deputado Irapuan Pinheiro,76.94,65.29,56.03,
CE,2304277,Ererê,95.71,68.05,52.24,
CE,2304285,Eusébio,85.33,68.28,49.09,
CE,2304301,Farias Brito,90.75,73.34,57.75,
CE,2304350,Forquilha,83.7,74.03,53.41,
CE,2304400,Fortaleza,61.83,52.57,41.16,
CE,2304459,Fortim,85.34,68.14,51.09,
CE,2304509,Frecheirinha,93.96,80.75,60.86,
CE,2304608,General Sampaio,95.47,84.32,66.68,
CE,2304657,Graça,107.92,87.39,67.75,
CE,2304707,Granja,96.02,84.26,64.81,
CE,2304806,Granjeiro,101.92,77.51,60.12,
CE,2304905,Groaíras,85.44,75.45,53.8,
CE,2304954,Guaiúba,85.9,73.48,53.2,
CE,2305001,Guaraciaba do Norte,97.78,82.63,64.28,
CE,2305100,Guaramiranga,87.14,79.15,54.91,
CE,2305209,Hidrolândia,90.8,76.89,63,
CE,2305233,Horizonte,82.9,67.86,48.38,
CE,2305266,Ibaretama,89.64,82.44,61.33,
CE,2305308,Ibiapina,98.54,83.51,60.57,
CE,2305332,Ibicuitinga,92.18,68.81,51.09,
CE,2305357,Icapuí,79.96,59.98,45.93,
CE,2305407,Icó,82.75,68.74,54.16,
CE,2305506,Iguatu,73.24,57.68,48.69,
CE,2305605,Independência,81.43,68.37,55.72,
CE,2305654,Ipaporanga,84.82,77.51,65.23,
CE,2305704,Ipaumirim,90.29,66.94,56.94,
CE,2305803,Ipu,92.03,77.51,60.38,
CE,2305902,Ipueiras,98.47,83.46,64.59,
CE,2306009,Iracema,89.29,68.14,53.51,
CE,2306108,Irauçuba,93.75,85.9,62.24,
CE,2306207,Itaiçaba,85.76,69.08,47.77,
CE,2306256,Itaitinga,86.31,69.64,48.27,
CE,2306306,Itapagé,88.34,72.36,56.38,
CE,2306405,Itapipoca,95.62,78.54,58.58,
CE,2306504,Itapiúna,93.85,80,57.97,
CE,2306553,Itarema,108.23,86.3,61.23,
CE,2306603,Itatira,92.59,92.91,68.1,
CE,2306702,Jaguaretama,84.12,76.15,54.95,
CE,2306801,Jaguaribara,84.66,66.06,51.21,
CE,2306900,Jaguaribe,82.71,67.67,55.2,
CE,2307007,Jaguaruana,85.09,67.88,46.28,
CE,2307106,Jardim,95.93,73.58,60.86,
CE,2307205,Jati,90.24,67.74,54.88,
CE,2307254,Jijoca de Jericoacoara,97.53,78.28,52.26,
CE,2307304,Juazeiro do Norte,78.76,66.57,52.29,
CE,2307403,Jucás,90.43,76.03,60.36,
CE,2307502,Lavras da Mangabeira,88.02,71.79,56.42,
CE,2307601,Limoeiro do Norte,70.14,58.64,44.97,
CE,2307635,Madalena,83.74,80.45,61.19,
CE,2307650,Maracanaú,79.79,62.54,44.26,
CE,2307700,Maranguape,81.43,69.36,50.11,
CE,2307809,Marco,98.05,86.75,62.81,
CE,2307908,Martinópole,89.82,84.41,63.76,
CE,2308005,Massapê,91.24,83.55,58.72,
CE,2308104,Mauriti,92.36,76.49,57.19,
CE,2308203,Meruoca,99.85,80.87,57.45,
CE,2308302,Milagres,85.98,69.01,55.52,
CE,2308351,Milhã,80.66,67.5,56.79,
CE,2308377,Miraíma,104.2,87.19,66,
CE,2308401,Missão Velha,88.91,73.43,59.95,
CE,2308500,Mombaça,90.92,74.74,60.2,
CE,2308609,Monsenhor Tabosa,91.03,78.19,61.04,
CE,2308708,Morada Nova,82.86,67.7,51.27,
CE,2308807,Moraújo,91.38,76.95,57.71,
CE,2308906,Morrinhos,102.26,86.69,65.95,
CE,2309003,Mucambo,96.22,81.29,60.62,
CE,2309102,Mulungu,83.65,76.14,60.52,
CE,2309201,Nova Olinda,88.67,75.82,57.98,
CE,2309300,Nova Russas,87.97,73.66,58.75,
CE,2309409,Novo Oriente,81.4,74.22,56.05,
CE,2309458,Ocara,92.26,75.22,55.46,
CE,2309508,Orós,78.12,59.92,52.16,
CE,2309607,Pacajus,78.1,66.2,49.73,
CE,2309706,Pacatuba,81.85,67.24,47.77,
CE,2309805,Pacoti,85.95,79.06,57.77,
CE,2309904,Pacujá,91.36,80.72,59.12,
CE,2310001,Palhano,98.8,66.86,47.91,
CE,2310100,Palmácia,87.67,76.96,56.27,
CE,2310209,Paracuru,86.8,70.55,52.7,
CE,2310258,Paraipaba,87.17,71.08,55.65,
CE,2310298,Cococi,,,,
CE,2310308,Parambu,87.27,78.32,62.14,
CE,2310407,Paramoti,87.79,84.09,62.77,
CE,2310506,Pedra Branca,88.3,77.75,58.25,
CE,2310605,Penaforte,89.11,72.42,56.9,
CE,2310704,Pentecoste,87.75,73.64,56.48,
CE,2310803,Pereiro,99.73,77.26,59.31,
CE,2310852,Pindoretama,78.61,64.28,51.17,
CE,2310902,Piquet Carneiro,84.02,64.94,50.41,
CE,2310951,Pires Ferreira,97.46,81.77,62.83,
CE,2311009,Poranga,89.2,77,63.35,
CE,2311108,Porteiras,90.26,72.56,56.62,
CE,2311207,Potengi,90.6,75.02,64.58,
CE,2311231,Potiretama,84.44,69.15,52.46,
CE,2311264,Quiterianópolis,91.93,72.56,57.43,
CE,2311306,Quixadá,79.96,71.5,54.81,
CE,2311355,Quixelô,84.18,65.42,51.96,
CE,2311405,Quixeramobim,75.78,73.14,55.65,
CE,2311504,Quixeré,81.06,68.71,48.37,
CE,2311603,Redenção,83.71,71.92,56.72,
CE,2311702,Reriutaba,92.31,77.88,63.43,
CE,2311801,Russas,78.8,64.24,46.86,
CE,2311900,Saboeiro,95.04,80.57,61.46,
CE,2311959,Salitre,98.29,80.8,67.76,
CE,2312007,Santana do Acaraú,96.97,80.41,61.8,
CE,2312106,Santana do Cariri,102.46,85.76,67.7,
CE,2312205,Santa Quitéria,91.14,77.47,57.81,
CE,2312304,São Benedito,98.63,79.88,60.99,
CE,2312403,São Gonçalo do Amarante,87.05,71.01,51.4,
CE,2312502,São João do Jaguaribe,65.81,55.6,47.61,
CE,2312601,São Luís do Curu,78.18,71.52,52.78,
CE,2312700,Senador Pompeu,81.09,69.39,56.02,
CE,2312809,Senador Sá,96.09,82.63,62.52,
CE,2312908,Sobral,79.75,68.25,47.42,
CE,2313005,Solonópole,75.89,66.93,55.02,
CE,2313104,Tabuleiro do Norte,71.26,60.22,47.38,
CE,2313203,Tamboril,89.66,78.67,60.82,
CE,2313252,Tarrafas,79.28,69.45,56.56,
CE,2313302,Tauá,80.1,70.56,57.25,
CE,2313351,Tejuçuoca,99.92,81.68,60.35,
CE,2313401,Tianguá,89.99,75.65,56.02,
CE,2313500,Trairi,101.2,82.96,60.67,
CE,2313559,Tururu,95.32,82.01,56.56,
CE,2313609,Ubajara,91.21,73.46,56.78,
CE,2313708,Umari,95.2,68.94,60.33,
CE,2313757,Umirim,97.46,82.86,59.94,
CE,2313807,Uruburetama,91.39,79.08,56.21,
CE,2313906,Uruoca,94.43,79.03,59.56,
CE,2313955,Varjota,93.02,78.44,62.81,
CE,2314003,Várzea Alegre,80.64,67.06,55.65,
CE,2314102,Viçosa do Ceará,100.29,87.05,63.26,
CE,2399919,Entre Rios,,,,
CE,2399929,Mecejana,,,,
CE,2399939,Vertentes,,,,
DF,5300108,Brasília,57.01,46.49,40.14,
ES,3200102,Afonso Cláudio,70.49,54.9,47.39,
ES,3200136,Águia Branca,69.75,53.71,46.49,
ES,3200169,Água Doce do Norte,78.03,59.67,51.9,
ES,3200201,Alegre,68.67,59.13,46.84,
ES,3200300,Alfredo Chaves,62.93,50.4,42.73,
ES,3200359,Alto Rio Novo,78.02,56.35,48.69,
ES,3200409,Anchieta,67.7,53.18,43.45,
ES,3200508,Apiacá,64.55,57.01,47.58,
ES,3200607,Aracruz,71.97,56.95,44.41,
ES,3200706,Atilio Vivacqua,69.49,56.08,45,
ES,3200805,Baixo Guandu,67.09,55.52,49.24,
ES,3200904,Barra de São Francisco,68.28,56.24,47.24,
ES,3201001,Boa Esperança,73.19,58.84,48.79,
ES,3201100,Bom Jesus do Norte,59.69,52.67,46.37,
ES,3201159,Brejetuba,73.19,59.75,49.22,
ES,3201209,Cachoeiro de Itapemirim,61.11,51.74,42.22,
ES,3201308,Cariacica,64.29,51.62,43.62,
ES,3201407,Castelo,60.11,50.13,42.56,
ES,3201506,Colatina,59.08,49.02,40,
ES,3201605,Conceição da Barra,77.48,64.61,52.24,
ES,3201704,Conceição do Castelo,69.95,54.4,45.83,
ES,3201803,Divino de São Lourenço,77.44,64.89,47.73,
ES,3201902,Domingos Martins,64.86,53.62,43.97,
ES,3202009,Dores do Rio Preto,64.84,56.94,47.33,
ES,3202108,Ecoporanga,75.52,58.51,49.94,
ES,3202207,Fundão,64.82,54.5,47.84,
ES,3202256,Governador Lindenberg,61.62,50.5,45.09,
ES,3202306,Guaçuí,68.09,58.06,48.77,
ES,3202405,Guarapari,63.11,51.33,44.91,
ES,3202454,Ibatiba,74.68,58.04,49.07,
ES,3202504,Ibiraçu,68.38,55.13,43.1,
ES,3202553,Ibitirama,78.25,63.82,53.35,
ES,3202603,Iconha,59.44,47.48,37.48,
ES,3202652,Irupi,78.01,59.86,50.06,
ES,3202702,Itaguaçu,61.75,53.35,45.07,
ES,3202801,Itapemirim,72.85,57.4,48.32,
ES,3202900,Itarana,62.61,53.09,44.62,
ES,3203007,Iúna,72.63,58.44,47.35,
ES,3203056,Jaguaré,80.07,59.59,48.61,
ES,3203106,Jerônimo Monteiro,65.73,59.1,48.8,
ES,3203130,João Neiva,62.56,50.94,40.9,
ES,3203163,Laranja da Terra,60.97,49.68,43.03,
ES,3203205,Linhares,71.11,56.09,45.9,
ES,3203304,Mantenópolis,75.08,58.89,51.55,
ES,3203320,Marataízes,67.83,54.05,46.74,
ES,3203346,Marechal Floriano,65.76,54.3,44.09,
ES,3203353,Marilândia,55.48,47.63,41.15,
ES,3203403,Mimoso do Sul,65.79,54.18,44.33,
ES,3203502,Montanha,73.12,57.64,49.58,
ES,3203601,Mucurici,77.41,61.38,48.93,
ES,3203700,Muniz Freire,77.64,62.33,49.59,
ES,3203809,Muqui,68.92,56.55,46.11,
ES,3203908,Nova Venécia,67.22,56.29,45.22,
ES,3204005,Pancas,70.57,57.31,49.17,
ES,3204054,Pedro Canário,76.75,61.63,50.51,
ES,3204104,Pinheiros,67.78,56.17,50.21,
ES,3204203,Piúma,72.65,55.56,45,
ES,3204252,Ponto Belo,77.5,56.81,52.45,
ES,3204302,Presidente Kennedy,76.12,57.88,45.8,
ES,3204351,Rio Bananal,65.07,51.23,42.71,
ES,3204401,Rio Novo do Sul,68.28,53.51,43.77,
ES,3204500,Santa Leopoldina,70.44,57.13,45.29,
ES,3204559,Santa Maria de Jetibá,73.64,58.52,43.85,
ES,3204609,Santa Teresa,62.52,52.08,43.01,
ES,3204658,São Domingos do Norte,68.93,53.3,44.4,
ES,3204708,São Gabriel da Palha,66.07,51.56,41.33,
ES,3204807,São José do Calçado,65.19,56.62,50.03,
ES,3204906,São Mateus,73.99,57.3,45.74,
ES,3204955,São Roque do Canaã,56.98,50.29,43.29,
ES,3205002,Serra,67.99,51.94,42.08,
ES,3205010,Sooretama,79.32,62.54,52.63,
ES,3205036,Vargem Alta,66.06,56.6,48.04,
ES,3205069,Venda Nova do Imigrante,61.61,49.48,40.23,
ES,3205101,Viana,69.26,51.51,41.06,
ES,3205150,Vila Pavão,68,56.34,42.98,
ES,3205176,Vila Valério,69.54,56.3,42.9,
ES,3205200,Vila Velha,54.25,45.67,39.19,
ES,3205309,Vitória,53.59,43.77,37.89,
ES,3299919,Riacho,,,,
ES,3299929,Ponte do Itabapoana,,,,
GO,5200050,Abadia de Goiás,62.76,56.67,44.64,
GO,5200100,Abadiânia,62.24,55.09,44.72,
GO,5200134,Acreúna,60.95,52.24,45.2,
GO,5200159,Adelândia,60.21,53.85,44.6,
GO,5200175,Água Fria de Goiás,70.79,57.03,49.18,
GO,5200209,Água Limpa,55.71,53.52,44.2,
GO,5200258,Águas Lindas de Goiás,76.6,66.66,51.92,
GO,5200308,Alexânia,71.46,58.34,51.52,
GO,5200506,Aloândia,60.52,51.03,47.66,
GO,5200555,Alto Horizonte,62.81,51.27,42.93,
GO,5200605,Alto Paraíso de Goiás,85.2,65.73,51.11,
GO,5200803,Alvorada do Norte,84.82,61.37,53.9,
GO,5200829,Amaralina,65.51,58.86,45.94,
GO,5200852,Americano do Brasil,64.17,51.83,45.16,
GO,5200902,Amorinópolis,58.88,49.26,45.17,
GO,5201108,Anápolis,57.22,49.88,43.01,
GO,5201207,Anhanguera,61.52,49.42,42.86,
GO,5201306,Anicuns,60.52,49.16,40.44,
GO,5201405,Aparecida de Goiânia,66.6,53.29,42.35,
GO,5201454,Aparecida do Rio Doce,59.95,52.41,44.64,
GO,5201504,Aporé,65.06,51.3,44.52,
GO,5201603,Araçu,59.65,52.51,45.67,
GO,5201702,Aragarças,64.46,51.93,42.64,
GO,5201801,Aragoiânia,59.24,53.87,47.17,
GO,5202155,Araguapaz,70.96,52.39,44.79,
GO,5202353,Arenópolis,59.25,48.66,43.23,
GO,5202502,Aruanã,74.82,57.69,49.4,
GO,5202601,Aurilândia,60.7,49.91,43.31,
GO,5202809,Avelinópolis,64.04,48.26,43.78,
GO,5203104,Baliza,72.07,57.75,44.56,
GO,5203203,Barro Alto,69.62,56.67,45.68,
GO,5203302,Bela Vista de Goiás,61.27,50.95,43.03,
GO,5203401,Bom Jardim de Goiás,61.73,49.96,45.9,
GO,5203500,Bom Jesus de Goiás,55.58,51.34,43.85,
GO,5203559,Bonfinópolis,68.82,54.62,49.02,
GO,5203575,Bonópolis,73.41,60.47,50.28,
GO,5203609,Brazabrantes,60.08,55.47,44.41,
GO,5203807,Britânia,71.9,53.15,45.93,
GO,5203906,Buriti Alegre,55.44,53.35,49.23,
GO,5203939,Buriti de Goiás,65.01,50.57,42.06,
GO,5203962,Buritinópolis,91.26,65.35,51.92,
GO,5204003,Cabeceiras,75.22,59.31,49.93,
GO,5204102,Cachoeira Alta,57.8,50.39,43.4,
GO,5204201,Cachoeira de Goiás,59.8,57.35,47.6,
GO,5204250,Cachoeira Dourada,59.81,52.34,46.09,
GO,5204300,Caçu,57.65,49.75,42.45,
GO,5204409,Caiapônia,57.09,51.83,42.61,
GO,5204508,Caldas Novas,56.49,50.26,43.61,
GO,5204557,Caldazinha,61.19,49.22,42.22,
GO,5204607,Campestre de Goiás,62.87,54.79,46.36,
GO,5204656,Campinaçu,70.26,53.31,47.72,
GO,5204706,Campinorte,64.55,53.81,46.4,
GO,5204805,Campo Alegre de Goiás,58.66,48.75,46.98,
GO,5204854,Campo Limpo de Goiás,63.96,53.97,51.12,
GO,5204904,Campos Belos,85.46,63.65,49.98,
GO,5204953,Campos Verdes,69.93,60.91,45.51,
GO,5205000,Carmo do Rio Verde,59.02,49.69,43.95,
GO,5205059,Castelândia,62.89,53.93,44.37,
GO,5205109,Catalão,58.44,45.29,38.46,
GO,5205208,Caturaí,59.12,49.67,43.65,
GO,5205307,Cavalcante,99.66,84.59,66.54,
GO,5205406,Ceres,56.63,48.69,40.49,
GO,5205455,Cezarina,62.21,52.23,42.17,
GO,5205471,Chapadão do Céu,57.89,55.47,42.27,
GO,5205497,Cidade Ocidental,69.51,55.4,48.35,
GO,5205513,Cocalzinho de Goiás,75.29,58.48,49.89,
GO,5205521,Colinas do Sul,88.14,70.6,57.28,
GO,5205703,Córrego do Ouro,60.2,49.25,46.63,
GO,5205802,Corumbá de Goiás,71.87,57.79,50.82,
GO,5205901,Corumbaíba,57.84,49.99,44.11,
GO,5206206,Cristalina,67.98,59.8,49.83,
GO,5206305,Cristianópolis,61.56,53.73,47.63,
GO,5206404,Crixás,61.08,51.66,43.57,
GO,5206503,Cromínia,63.62,49.82,47.02,
GO,5206602,Cumari,57.8,50.44,47.54,
GO,5206701,Damianópolis,91.31,58.11,48.22,
GO,5206800,Damolândia,56.87,47.79,38.6,
GO,5206909,Davinópolis,58.69,44.56,43.98,
GO,5207105,Diorama,56.31,48.07,43.29,
GO,5207253,Doverlândia,66.96,51.34,44.23,
GO,5207352,Edealina,59.9,49.43,48.51,
GO,5207402,Edéia,59.76,48.83,43.3,
GO,5207501,Estrela do Norte,68.17,55.59,42.67,
GO,5207535,Faina,68.02,48.35,46.19,
GO,5207600,Fazenda Nova,58.83,49.11,43.68,
GO,5207808,Firminópolis,55.59,47.9,42.32,
GO,5207907,Flores de Goiás,88.44,66.02,48.93,
GO,5208004,Formosa,74.2,58.56,46.99,
GO,5208103,Formoso,65.85,54.01,47.21,
GO,5208152,Gameleira de Goiás,64.76,51.17,50.09,
GO,5208301,Divinópolis de Goiás,81.21,63.26,53.96,
GO,5208400,Goianápolis,66.3,54.85,46.45,
GO,5208509,Goiandira,54.52,47.61,47.27,
GO,5208608,Goianésia,62.18,52.95,43.42,
GO,5208707,Goiânia,53.1,43.28,37.17,
GO,5208806,Goianira,65.07,53.34,45.2,
GO,5208905,Goiás,64.2,50.44,44.14,
GO,5209101,Goiatuba,57.06,49.13,44.99,
GO,5209150,Gouvelândia,60.81,48.1,45.05,
GO,5209200,Guapó,63.42,54.84,46.39,
GO,5209291,Guaraíta,59.57,48.3,41.6,
GO,5209408,Guarani de Goiás,88.73,60.54,51.1,
GO,5209457,Guarinos,67.62,49.37,45.97,
GO,5209606,Heitoraí,59.67,52.37,47.61,
GO,5209705,Hidrolândia,63.2,52.95,46.32,
GO,5209804,Hidrolina,58.26,54.75,45.98,
GO,5209903,Iaciara,85.94,64.96,56.81,
GO,5209937,Inaciolândia,60.81,52.03,47.18,
GO,5209952,Indiara,60.47,55.66,45.42,
GO,5210000,Inhumas,58.02,48.2,40.7,
GO,5210109,Ipameri,57.79,52.48,44.67,
GO,5210158,Ipiranga de Goiás,61.65,51.62,47.36,
GO,5210208,Iporá,58.4,50.43,42.79,
GO,5210307,Israelândia,59.66,49.6,40.97,
GO,5210406,Itaberaí,61.77,50.23,41.68,
GO,5210562,Itaguari,58.95,48.44,45.91,
GO,5210604,Itaguaru,62.59,47.49,44.02,
GO,5210802,Itajá,60.95,54.51,46.51,
GO,5210901,Itapaci,61.36,54.86,45.84,
GO,5211008,Itapirapuã,63.72,52.56,47.86,
GO,5211206,Itapuranga,59.73,49.78,42.57,
GO,5211305,Itarumã,61.54,53.02,45.63,
GO,5211404,Itauçu,62.33,50.08,42.39,
GO,5211503,Itumbiara,54.4,46.73,41,
GO,5211602,Ivolândia,53.07,46.31,42.25,
GO,5211701,Jandaia,59.11,50.89,45.51,
GO,5211800,Jaraguá,62.48,52.41,46,
GO,5211909,Jataí,63.58,52.22,45.12,
GO,5212006,Jaupaci,61.5,54.68,48.22,
